Front,Back,Audio,rank,noteId,tags
ญาติ,relative,[sound:google-7da0d96d-1a541701-2e046367-6eb02032-6568500b.mp3],235,1399818768206,
ติด,stick; attached to,[sound:google-ac304dcb-6b57619c-ea4e3934-cb34a2e9-495691dd.mp3],236,1399818768207,
หรือไม่,or not,[sound:google-a706b6a7-dffce2d8-0e30697a-ff4761b2-8663dacb.mp3],237,1399818768208,
วาง,to place; to lay,[sound:google-43d4c234-45496b51-32fc9981-dc1d8e86-50baa39f.mp3],238,1399818768209,
ยาก,difficult,[sound:google-a81959a8-6d754b89-e0c3f64e-e4605cdb-9c7302d6.mp3],239,1399818768210,
ฟัง,listen,[sound:google-6baa6d02-4c93e1b1-dfb479e6-2372b914-230c2a74.mp3],240,1399818768211,
เดือน,month,[sound:google-1cd66852-70cad0aa-7fc6d34a-f39c2c59-8e0ac9b1.mp3],241,1399818768212,
นาน,long time,[sound:google-8e729c06-25767b87-991b34ac-e878a5e4-f1902036.mp3],242,1399818768213,
ระบบ,system,[sound:google-3386f099-da1aaa79-6201dcf1-ad3940b5-0ea8034d.mp3],243,1399818768214,
ผู้หญิง,female,[sound:google-48883f17-e2d06c72-b4d8a034-884432ce-dae48c05.mp3],244,1399818768215,
ภรรยา,wife,[sound:google-1afccdb4-d61506d3-cff28a96-269c774d-d7cf79fc.mp3],245,1399818768216,
พัฒนา,develop,[sound:google-9d68cf5f-e0f10380-920719bb-d201628a-53a21016.mp3],246,1399818768217,
ซื้อ,buy,[sound:google-2c344141-aca05e2e-ffefd246-a3dd9d65-96dd67c5.mp3],247,1399818768218,
สังคม,society,[sound:google-0506f4b5-2f47ea2a-47caeb9e-f4b45d7a-a6c88ff8.mp3],248,1399818768219,
รู้จัก,know (someone),[sound:google-f9e8e560-6756b4fa-10857d43-f7b95b0a-33a050d6.mp3],249,1399818768220,
จำนวน,amount,[sound:google-30c9fa72-978d457d-ce5647f6-c8a88a87-51b0df2c.mp3],250,1399818768221,
เล่น,play,[sound:google-df6f4445-3711f559-ce2ec311-f4c7c278-058fd221.mp3],251,1399818768222,
สำคัญ,important,[sound:google-943fa12c-07a079e1-ca5c7607-22738c62-459e834f.mp3],252,1399818768223,
เดียวกัน,same,[sound:google-70a911c7-27477062-6c09c5bc-0854ddc3-37a77eb7.mp3],253,1399818768224,
วัด,temple,[sound:google-60e96e56-8e57dd14-e764882d-34f7806e-bb87c5f6.mp3],254,1399818768225,
ตรง,direct,[sound:google-65fb0f9b-93c3511b-36231851-535fa7bf-66ce6dad.mp3],255,1399818768226,
แน่นอน,of course,[sound:google-32a2484e-08043b95-78e0a9cc-48cc071e-476ce83e.mp3],256,1399818768227,
เล็ก,small,[sound:google-0ac1bd75-f8251824-b2bb7343-cc4be150-bc6c8682.mp3],257,1399818768228,
ชาว,people,[sound:google-702adf2b-5d092831-3b73aa72-38bda521-94a21441.mp3],258,1399818768229,
มากมาย,many,[sound:google-b2410f1d-0ffa0a62-45aaf245-fddb4bb0-0a462061.mp3],259,1399818768230,
รักษา,treat,[sound:google-e8a8e9e2-3b345ac0-228d7729-b385316f-59366cf5.mp3],260,1399818768231,
ลด,reduce,[sound:google-ae671742-3f9d1e94-2d6dd7b8-1c23a71e-3932e101.mp3],261,1399818768232,
กิน,eat,[sound:google-79a92184-5c8b1d8e-3fc7ff2c-2e2c5d00-28cbe4b3.mp3],262,1399818768233,
แรง,force; strength; power; harsh,[sound:google-f5008536-f241113c-ee25aecf-33d30c11-53cd2de1.mp3],263,1399818768234,
สุข,happiness,[sound:google-36e6aa0a-fa10a67c-37d4558d-deff31d0-60d7066c.mp3],264,1399818768235,
ขาย,sell,[sound:google-0ccec075-9f0b2d0a-b7918528-c533cfa7-0e4bda6d.mp3],265,1399818768236,
ชาวบ้าน,villagers,[sound:google-bb8867a8-2ea7b15e-1075ae75-d0417313-b82ac1af.mp3],266,1399818768237,
ค่า,cost,[sound:google-fae2ea17-8a5f17c4-04945308-aa20a864-8b93dcc1.mp3],267,1399818768238,
เจ้าของ,owner,[sound:google-915a2b65-5c890299-dbadbe12-4168b1bb-5dc244ca.mp3],268,1399818768239,
มุม,angle; corner,[sound:google-fae5bfd1-81456b56-a29cdba5-25f431e9-2cdc11ed.mp3],269,1399818768240,
เพิ่ม,add,[sound:google-716d3153-23e16c4b-0462b462-ecdd7100-ea1ac4ae.mp3],270,1399818768241,
ใต้,under,[sound:google-3e0e4bc6-e15b4a76-c3f4736f-d2b62ee3-c44a9646.mp3],271,1399818768242,
คู่,pair,[sound:google-c2c5ec8b-f3ee8f4f-bdd199fb-f1cd4df8-7734ad6e.mp3],272,1399818768243,
ข้าม,cross over; across,[sound:google-71fde3cd-10e8b2dd-65b1083d-3adf01bf-da3281ab.mp3],273,1399818768244,
ระยะ,phase,[sound:google-3a057956-def98b50-56fb13bf-2a3ac3e8-5f6e3832.mp3],274,1399818768245,
สู่,to,[sound:google-eef8e745-b069c667-5fcf48b0-43f94773-0c3e5e4a.mp3],275,1399818768246,
พร้อม,simultaneously; ready,[sound:google-eeeaf5a8-4460db14-319d08aa-2cf7f32a-d291e24b.mp3],276,1399818768247,
รู้สึก,feel,[sound:google-92eafbda-5596986b-91e2282b-de7fd987-37a8717d.mp3],277,1399818768248,
นี่,this,[sound:google-9315fa92-55924215-84cda7e2-452ab707-5ec49ab9.mp3],278,1399818768249,
หลังจาก,after,[sound:google-374f255a-5c638527-8204614c-336523ec-aed542d4.mp3],279,1399818768250,
หมด,all; empty,[sound:google-c4187456-61ce7ed7-ce5decb3-a5222450-437e9339.mp3],280,1399818768251,
ประ,sprinkle; (prefix),[sound:google-7e76b4c2-1aa40f09-a85e5370-e0e92da1-946a01ed.mp3],281,1399818768252,
หญิง,female,[sound:google-b6dfdbd3-2e8e8e0d-76d7d02e-a6fd89e3-2fc658f1.mp3],282,1399818768253,
สุดท้าย,final,[sound:google-536c814d-4ef8a44d-4a2325d1-bc94c76e-e4cd3ceb.mp3],283,1399818768254,
แต่ละ,each,[sound:google-aa289d89-92e855ab-8d600d21-fe53bcd7-d68ac7ea.mp3],284,1399818768255,
เพลง,music; song,[sound:google-1a0940b8-4513dccb-fbe120f0-ac32b220-9d77f45c.mp3],285,1399818768256,
เพื่อน,friend,[sound:google-c0c62f16-8894a440-10d8aee5-ee3880fe-2b144bbb.mp3],286,1399818768257,
จนถึง,until,[sound:google-e6053042-b9d8f54e-21ac00d0-54e22df6-9aac17f0.mp3],287,1399818768258,
ยังคง,still,[sound:google-e7e8cd0c-c4201cb4-3aa85266-8ef84c61-57c651b1.mp3],288,1399818768259,
รอบ,cycle; round; circuit,[sound:google-bc4335bc-c08c87ca-4f4d0ead-babe4d68-5299ccc0.mp3],289,1399818768260,
ติดต่อ,contact,[sound:google-71ac9adf-fe4a3b70-d490bf06-c2968dfb-0478127b.mp3],290,1399818768261,
ไหน,where,[sound:google-b87da684-86aef8db-b8f9d083-47d74b3e-1c902f78.mp3],291,1399818768262,
ความรู้สึก,feeling,[sound:google-420524cc-8617731e-a9ea4897-f646c74c-a7af3f6f.mp3],292,1399818768263,
ปลาย,end,[sound:google-1c578d43-7baf676d-797a7fa6-102e1a1d-af21dfa3.mp3],293,1399818768264,
ยาว,long,[sound:google-3d2dbdbc-8e042c39-673008fc-6d5c93d1-51b7db86.mp3],294,1399818768265,
แต่ง,to dress; to write/compose,[sound:google-ffc24901-8d3cc7ca-157c7afc-b6f51aad-82bfd08a.mp3],295,1399818768266,
นักเรียน,student,[sound:google-92d76d04-3116f9f1-76e51ffd-a1fdc82f-9f4e6aa9.mp3],296,1399818768267,
สงบ,peaceful,[sound:google-80f455bd-1d6a51ec-099a4e74-f82aed80-8e3a33d3.mp3],297,1399818768268,
จุด,point,[sound:google-a2015fdf-52daf42a-e3add725-985871f4-dec6524f.mp3],298,1399818768269,
เดิน,walk,[sound:google-abff286f-eaec38c6-09febaf0-dd4968dc-4f5a9109.mp3],299,1399818768270,
สนใจ,interested,[sound:google-32a8a24a-de9dcf88-318287b0-0da5754e-bf3017d1.mp3],300,1399818768271,
ปกติ,normal,[sound:google-c8e95658-84da30b5-56ca3e24-32a3f673-005953f0.mp3],301,1399818768272,
ครู,teacher,[sound:google-c1d00d92-32d7a750-949361ea-98597dd2-81e9631e.mp3],302,1399818768273,
สมัย,period,[sound:google-d6ec62b1-1ae169e4-5629c54a-33ed9db2-f59b8cdc.mp3],303,1399818768274,
ก็คือ,it is,[sound:google-a4578a1d-9d15d6cd-33f65935-c51e1d39-c048f78d.mp3],304,1399818768275,
อายุ,age,[sound:google-767eb1b5-1eb0dd35-47aa7ed0-8d8d792c-42efc6ea.mp3],305,1399818768276,
ดิน,soil,[sound:google-6ccd9b99-c130a676-21a26a84-8b13e4a0-77379dde.mp3],306,1399818768277,
เครื่อง,machine,[sound:google-f5fd3086-860f986d-2626bd7d-4519f787-d49cb09a.mp3],307,1399818768278,
กล่าว,say,[sound:google-cba16f29-03a84503-3e6f3c01-ceeca8ad-5280d82c.mp3],308,1399818768279,
กำหนด,specify; schedule,[sound:google-9f14639e-9267535f-9eae0b37-84047e73-3969d755.mp3],309,1399818768280,
สอน,teach,[sound:google-8e59ceaf-04643289-3ffab827-5ef169cf-a753c55e.mp3],310,1399818768281,
ประมาณ,about (approx.),[sound:google-b4616668-d8b31baa-838bdfe6-979e5b6b-87241ee8.mp3],311,1399818768282,
ถาม,ask,[sound:google-9d1e462f-0130b010-1df3c158-1039e1d0-0af61785.mp3],312,1399818768283,
ประจำ,regular,[sound:google-7ba88c0b-e7c73b64-a55a3665-f86b9b6e-47c2cede.mp3],313,1399818768284,
เกี่ยวกับ,about; concerning,[sound:google-6c2dcd40-43bda4fe-64d5298e-9acd2e47-567d02b6.mp3],314,1399818768285,
ประโยชน์,benefit; use,[sound:google-b646f3b6-8ffb8856-7735fe80-cd5f43b4-bf01e60b.mp3],315,1399818768286,
จำเป็น,necessary,[sound:google-80ac5b11-b17c376b-d0038a80-5a0c161a-cec9701c.mp3],316,1399818768287,
เกิน,exceed; surpass; go beyond,[sound:google-29b2f8ca-4d44e000-c96261d9-5982015a-109b8742.mp3],317,1399818768288,
นาง,Mrs.,[sound:google-1a2e4130-9b174a0a-02a3c8a3-a8166f81-eb869d47.mp3],318,1399818768289,
คืน,night,[sound:google-49014d61-2f782dd9-e4ccb7f0-7e81d523-4c06bf15.mp3],319,1399818768290,
ยา,drug,[sound:google-f43fe749-2b589d2c-68831e8b-fb7bed1a-03572919.mp3],320,1399818768291,
เศรษฐกิจ,economy,[sound:google-74e76512-7ca22529-3ffc89fe-10c9aa0b-820c3fa4.mp3],321,1399818768292,
สภาพ,condition,[sound:google-31a96d1d-d2c175f6-b818d817-beb3f6a7-779dd533.mp3],322,1399818768293,
ตาย,die,[sound:google-17db3ccc-06477fa3-bb71b1a3-eec4a9c6-dddf40cf.mp3],323,1399818768294,
ทะเล,sea,[sound:google-ceb90d7d-1c4eb260-09addb09-3b721075-778ad123.mp3],324,1399818768295,
ดังกล่าว,aforementioned,[sound:google-a123e409-3bb19b24-eb485b5c-8d0c3008-9c0260df.mp3],325,1399818768296,
โดยเฉพาะ,especially,[sound:google-5ec80473-138dee9a-c483e428-20ed8206-da75e032.mp3],326,1399818768297,
จัดการ,handle; manage,[sound:google-c0989480-f3ad3173-08eab85c-b3832f46-4d1716d3.mp3],327,1399818768298,
โรงเรียน,school,[sound:google-639910c4-c44f6491-5e4e7c5a-1c7fce91-7d1b7001.mp3],328,1399818768299,
เล่า,tell; narrate,[sound:google-6abfe523-2fc92a78-2014c44f-9e74f53f-2fa6b3a8.mp3],329,1399818768300,
มนุษย์,human,[sound:google-83d17db6-5f91e3c6-c6666999-cc3cd6c2-930a4dc0.mp3],330,1399818768301,
ตก,fall,[sound:google-de646978-f04398ef-64afcd4a-e82ebbc6-52dae7bd.mp3],331,1399818768302,
พ่อ,father,[sound:google-07b0bbdb-e9217d58-07b3468e-f98bc798-4b26d04f.mp3],332,1399818768303,
ชนิด,class; sort; type,[sound:google-260e7c08-673f4107-eb77f196-210f08c8-d80f3c04.mp3],333,1399818768304,
ประชาชน,citizen,[sound:google-60992ea8-b1cc4679-3c8e2b54-76928b08-deb30d31.mp3],334,1399818768305,
กรณี,case,[sound:google-e6848a4e-327fa6bc-9a4a54be-f17e46e6-b741640a.mp3],335,1399818768306,
ตา,eye,[sound:google-a929732a-554e1609-f3ff2cde-ecd6a28c-119038fa.mp3],336,1399818768307,
ปัจจุบัน,present,[sound:google-5d871dd5-df9fa71b-eb32d1eb-af3a3b97-661fe7d5.mp3],337,1399818768308,
ใส่,put,[sound:google-b7564f45-d5b94634-b533dbb7-a343ca66-54118ad8.mp3],338,1399818768309,
รถ,car,[sound:google-9ec86409-e2b58924-7d2ef12e-66f7ae62-fa7f6c08.mp3],339,1399818768310,
ขาด,lack; incomplete,[sound:google-0a9d8cfa-9669fe02-4e9d5051-9e961a5d-919e6fa5.mp3],340,1399818768311,
สามี,husband,[sound:google-e1d7b192-c5fddb3a-c604c048-f45ca37f-538d865d.mp3],341,1399818768312,
ข้อ,article; joint,[sound:google-2aaf6cb6-0de1c8f7-23575b82-8b134e6c-2848769e.mp3],342,1399818768313,
รัฐ,state,[sound:google-71b2fd70-2bd837e2-50554daa-0434db3d-51b142c7.mp3],343,1399818768314,
หลัก,main; principal,[sound:google-3fc1c850-cbbb3a71-0663e473-92c23050-ec0c897b.mp3],344,1399818768315,
เหนือ,above; North,[sound:google-dd5f01b6-13e8c081-07d9e072-9a132b70-8e06e843.mp3],345,1399818768316,
พี่,older sibling,[sound:google-8247f0a8-de9c83fe-023196a0-42aca576-137495ad.mp3],346,1399818768317,
สำเร็จ,success,[sound:google-521da832-aa300ad6-98c4a1dd-d8096fce-8ceee877.mp3],347,1399818768318,
เรื่องราว,"story, tale, account",[sound:google-c86497cb-36fa6bc3-e55c6f79-a3c560e6-d6460475.mp3],348,1399818768319,
วิธี,method,[sound:google-94b7aea9-15a2b37e-199f1279-d63cfbec-45d9af41.mp3],349,1399818768320,
ความจริง,truth,[sound:google-4c1a67f4-4c2fddea-99734ead-688cdb27-ff766948.mp3],350,1399818768321,
ชุด,outfit,[sound:google-3ad72ba6-8f1d0865-0ed6691c-54525bd6-a2171c53.mp3],351,1399818768322,
อำเภอ,district,[sound:google-009d8ccd-3d2d4673-74b2387c-ab940450-35037650.mp3],352,1399818768323,
ภาษา,language,[sound:google-2e39eef6-7133d9dd-65f5b366-19e046e7-0125586d.mp3],353,1399818768324,
ห้อง,room,[sound:google-013369c4-6c9e08ae-894c9f0b-5f07916f-cc69bb85.mp3],354,1399818768325,
หน้าที่,duty,[sound:google-cf326557-3d11979c-a20fbf8a-fbc1c0cd-687c6984.mp3],355,1399818768326,
เหตุ,situation; cause; reason,[sound:google-a7746356-c2ee3041-432cd932-b51b01b6-e5aa5bcf.mp3],356,1399818768327,
เดินทาง,travel,[sound:google-8229791c-6ee93dca-be612214-c07c5dce-0c50b956.mp3],357,1399818768328,
ทั่ว,all; entire; complete,[sound:google-24c32b55-7f388c2b-4e099b9f-c66be1aa-dd798037.mp3],358,1399818768329,
มัก,often; inclined towards,[sound:google-c215fafc-86a27e9d-885dd35b-81624daa-d4c10847.mp3],359,1399818768330,
พิเศษ,special,[sound:google-9b24add9-f8a60d03-09042290-98314a55-1e6fe282.mp3],360,1399818768331,
พิจารณา,consider,[sound:google-9c025c40-cc46454e-d6480b0d-373a6631-d52bf7f8.mp3],361,1399818768332,
ธรรมดา,plain; normal,[sound:google-0f649ed4-ea078f73-c06bc293-1e4c683b-5b4748ef.mp3],362,1399818768333,
ผลิต,manufacture,[sound:google-ea04908f-3c75e071-dcfb2284-cdb1f8d4-4324f485.mp3],363,1399818768334,
พา,lead; carry,[sound:google-aae890b3-4a9bb98e-640c91f0-b68c2c44-2b2211fd.mp3],364,1399818768335,
ยอมรับ,accept,[sound:google-0e9de3b4-fa1ad4fe-4e84bd9d-88479076-dfda03d4.mp3],365,1399818768336,
พิมพ์,print; type,[sound:google-b9009b40-17db93fc-aefe8e25-0239bcb6-1dbbfb3d.mp3],366,1399818768337,
โต,large; grow up,[sound:google-2474943b-85823804-dd4ee8c8-aef83d98-c90dd140.mp3],367,1399818768338,
ลักษณะ,characteristic; attribute,[sound:google-aef69bff-ac709299-a0129f6e-14e57268-61be666a.mp3],368,1399818768339,
ตัดสินใจ,decide,[sound:google-020c7dfd-69d6f659-2877cbed-2a545e8e-4597b575.mp3],369,1399818768340,
ราคา,price,[sound:google-b185e5bb-b50cf6ef-9f1a16f1-c7b0ed3e-cf5fc44d.mp3],370,1399818768341,
ผู้ใหญ่,adult,[sound:google-a4f9c262-bbec6b2f-f1bb9c5d-7fe5072a-cf519476.mp3],371,1399818768342,
อารมณ์,mood,[sound:google-65d969b2-4ffa7e8e-73a0e28e-9548d0bc-6af6eca7.mp3],372,1399818768343,
กา,crow,[sound:google-a3152fc2-07c36925-7d809c14-274f3094-cf77c127.mp3],373,1399818768344,
เสนอ,offer,[sound:google-b4eb624e-27aa0628-a547ceba-27dd5185-a2ffd602.mp3],374,1399818768345,
ข้าว,rice,[sound:google-b093f60b-52d4e26a-3c2c0054-32e1e953-38ffb3b1.mp3],375,1399818768346,
ปฏิบัติ,practice; perform,[sound:google-f417cac5-ccce831c-d23cb211-d2a12042-2567b91f.mp3],376,1399818768347,
ตำแหน่ง,position,[sound:google-a04e3939-39e11e09-150e277b-18dc8e88-faca653a.mp3],377,1399818768348,
ข้อมูล,information,[sound:google-3c7ef63c-4702193f-1f2c7afb-6039a7fa-8e3657cf.mp3],378,1399818768349,
การศึกษา,education,[sound:google-9727cbfd-c20da37a-50edaa25-00f7854c-c526a9fd.mp3],379,1399818768350,
วัย,age,[sound:google-88f02fc2-3e76a0d7-f0499093-da5ea383-76742751.mp3],380,1399818768351,
ตนเอง,self,[sound:google-892045f1-d2680957-db3d3664-0a831804-6b156958.mp3],381,1399818768352,
ชัดเจน,clear; easy to comprehend,[sound:google-37272c2e-3caf89f1-3263d5b9-be8f217a-5f0a4239.mp3],382,1399818768353,
นั่ง,sit,[sound:google-0930e92f-78b23563-2ce9f266-26e8a682-e681e941.mp3],383,1399818768354,
สาย,line,[sound:google-3c978da0-a9f44a77-bf61aa99-2acd5129-3b7ad859.mp3],384,1399818768355,
จับ,catch; touch,[sound:google-e8297893-314fcf5b-8a4c73ff-f2c8164d-92f03848.mp3],385,1399818768356,
รัฐบาล,government,[sound:google-555322fe-b9efd9f6-f3500aa3-45d74875-63fff41f.mp3],386,1399818768357,
ดูแล,care for; look after,[sound:google-90b4854e-089e968f-37cbfa9a-d9db71a0-6f9da481.mp3],387,1399818768358,
ปรากฏ,appear; seem; reveal,[sound:google-eae6e243-263523e0-fb64ef3c-d7c441ab-53fcca42.mp3],388,1399818768359,
ต่ำ,low,[sound:google-1fc66fd2-146ebdd7-fcb1e3bc-cc3be4c0-6c4710f2.mp3],389,1399818768360,
ทอง,gold,[sound:google-2b048ada-9c368212-bbed7df1-3e8d4e7d-03efde96.mp3],390,1399818768361,
ญี่ปุ่น,Japan,[sound:google-5dc46bc6-3c972ade-9e8df197-06f6b3c5-9f001d6b.mp3],391,1399818768362,
กฎหมาย,law,[sound:google-8a643353-5f65dcea-50167a09-9199ca58-73a1abb4.mp3],392,1399818768363,
ท้าย,at the back; at the end,[sound:google-164adbfd-7c611f14-8e1a7db8-358582b3-10341e4a.mp3],393,1399818768364,
รวมทั้ง,including; consist of,[sound:google-467f1d37-4b8f9129-db852fb1-83c6da5c-5347a3a6.mp3],394,1399818768365,
เรือ,ship,[sound:google-86b36454-d683e686-9f1d8f2a-32e06cbf-77e23f68.mp3],395,1399818768366,
อำนาจ,power,[sound:google-98c3e859-c66026b0-afdff7cb-64c24ed9-93f0afb6.mp3],396,1399818768367,
สั้น,short,[sound:google-11e9f4a3-6f50862d-617f0cba-37f00773-c133b67b.mp3],397,1399818768368,
ห้าม,to forbid; it is forbidden to,[sound:google-bf111b77-be5b72ef-1b83183c-86bb2d19-405b487a.mp3],398,1399818768369,
เนื่องจาก,because; due to the fact that,[sound:google-832e86ef-7ec798c9-64750be3-eb2010ca-2ed5c575.mp3],399,1399818768370,
ธรรมชาติ,nature,[sound:google-f89eac70-1f83d7cc-13afb37b-823e2d0a-711b3133.mp3],400,1399818768371,
วันที่,date,[sound:google-59a52be8-c5133fca-617ad67e-a29aa7ee-37980727.mp3],401,1399818768372,
ไม้,wood,[sound:google-416f9d72-5ae0e2d9-7404cb11-c721e267-1521bf98.mp3],402,1399818768373,
เกินไป,too; excessively,[sound:google-f5c1d40e-2f62bc1b-cfef2646-a22d7a5f-296f7e25.mp3],403,1399818768374,
ค่อนข้าง,rather,[sound:google-6b52e8ed-a6666b6d-4448c858-f320d5a2-61565e42.mp3],404,1399818768375,
เรียกว่า,is called,[sound:google-f9dade8c-0c53a8a6-22d1f5b9-183a312e-08f54522.mp3],405,1399818768376,
แล้วก็,and subsequently,[sound:google-64b17fcd-3913ba99-becea6fe-055993b4-a4ed65be.mp3],406,1399818768377,
รา,mold; to wait,[sound:google-4e0e320a-171d7fed-085f632f-17a9106c-35ccbd3e.mp3],407,1399818768378,
ส่วนใหญ่,majority; large part,[sound:google-923b55ec-80923d1f-aa6c21d7-dc796cac-05aa458c.mp3],408,1399818768379,
รวดเร็ว,fast,[sound:google-da04878a-3d73001c-aa542277-ac4ddbe9-57e89043.mp3],409,1399818768380,
ตอบ,reply; answer,[sound:google-4873cd94-8b10f3f3-9ea5674f-02aa53ce-3edecec2.mp3],410,1399818768381,
ศึกษา,study,[sound:google-74f7bc86-81cbf6ec-06d0f8e9-543cea80-3e2d2d02.mp3],411,1399818768382,
มือ,hand,[sound:google-a014796f-0f96fb19-ac119e69-3cb07d14-7447ed47.mp3],412,1399818768383,
เต็ม,full; fill up,[sound:google-572db461-a5090b73-2fbfb48c-5561db96-98c7e429.mp3],413,1399818768384,
นา,rice farm; land,[sound:google-48263b57-8391cfe3-ea74c02e-f311fad4-b21a9d68.mp3],414,1399818768385,
เลิก,quit,[sound:google-896cec52-7b7a9b62-ac44d605-43a2e98d-33892a36.mp3],415,1399818768386,
ป่า,forest,[sound:google-75715c2b-ede87c09-0fdcf1a2-8034d417-90b37cd2.mp3],416,1399818768387,
เหตุผล,reason,[sound:google-8dfdc6d0-c643718f-891456ba-48c71f9e-4c03a5cf.mp3],417,1399818768388,
ใบ,leaf,[sound:google-aa83b038-0d62f73c-c41260ac-7c2043f2-3aff744e.mp3],418,1399818768389,
ราช,royal,[sound:google-3df5837e-b07012df-32482335-543e731f-ee0a71f3.mp3],419,1399818768390,
สาว,girl,[sound:google-378fb229-9ab00beb-1761246a-922e5814-ec43d935.mp3],420,1399818768391,
เก่า,old,[sound:google-9c5aca0f-aaffe783-c69a9982-5689ba34-ba0c1b69.mp3],421,1399818768392,
พูดถึง,talking about,[sound:google-835589da-e128ddf8-3354b83c-741f25b3-77ec7e39.mp3],422,1399818768393,
แก้,correct,[sound:google-a1023e88-0cc8c109-a63c9f09-a269deac-c50eaf04.mp3],423,1399818768394,
จบ,end,[sound:google-8c88ca11-7131391c-28102562-26565b7f-614ef1be.mp3],424,1399818768395,
